"","MR1","MR5","MR9","MR2","MR3","MR4","MR8","MR10","MR6","MR7"
"1",0.619444317326143,0.0707446942526867,-0.120630600955876,0.156653205665482,0.664162294575814,1.24831233170265,0.442450906062582,-0.660176146642501,0.818089388174193,0.328176403032287
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.796023567143269,1.33038889749389,1.77028669020444,0.146741812437584,-1.70120955328616,1.1608078882021,0.821623621350756,-0.945464702380303,1.43343386248547,-0.246212623532937
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1.71910394284973,1.247746349471,1.16870888520138,0.698237086073406,-1.7817265616947,1.61169509281837,1.71665638903812,1.59975755128226,1.75154075328157,0.375838501716413
"7",1.9905808612438,0.800530287544259,1.2112565286895,1.01299012563366,0.888614776123175,1.35246138583192,1.84699244915889,1.76778066004706,0.215006494172877,0.480380934790323
"8",1.49862228978278,1.86111955790255,0.990824806567392,0.464982273594472,0.949676715520471,1.67054718563247,1.8803675136052,1.20471379638478,0.680225727566589,-0.739814939309524
"9",-1.33280689288359,-0.703299467728336,-2.80135725952803,-1.73746321470521,0.169029621975361,-0.416670976605367,0.994397904678635,1.17084775499859,0.842263929669583,-0.833541220635943
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1.19402384459051,1.31983611606549,0.0687229093886228,-0.207473170069154,0.746895256292629,1.50495670329111,0.857008362905016,1.1017141700399,0.321586622031103,-0.392163830439544
"12",0.13892805885427,0.0589414452458064,-0.677542128136218,-1.48958627697242,-0.763819488408804,-0.258331887195106,-0.203688117451549,0.151310266231789,-0.196062767641082,0.977153244913786
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1.58859657852278,1.47313700314188,1.37812707247102,-0.0436982371465589,1.00808056401584,1.64185395459386,1.8220377084192,0.268942205451438,-1.0534486406035,1.39894611438975
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1.12417144722409,1.60074129135656,0.644264320366381,-0.519666653378637,1.3509256203318,1.51587422276874,2.24948433148051,0.915954990017826,0.512288743485366,0.191253849490921
"17",-1.53201613187312,1.25895790015272,1.03712571650587,-1.69967421812784,2.06046902576715,1.4152642979503,1.76354757385798,-0.582054925243367,2.37530335344281,-0.677995676120845
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",0.607377000108723,2.15718341283468,1.49564775124649,-0.622445557417604,1.59146092161428,1.61806859591864,1.69961414695411,-0.154733664770718,1.28451818677138,-0.579240923847787
"20",1.0260985610147,1.11891525331479,0.338856645770685,-0.179417028367073,0.500760815577792,1.58174716456364,1.42989928962866,1.67843640327346,1.26134591785116,0.0639579310139344
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",-1.28887830708605,-1.13648853482043,-1.88220579469742,-0.186809622455901,0.638640763679361,-0.346214436790758,0.391754920045689,0.56899537360578,0.242062420436658,-0.141592953645002
"23",2.44038791081889,-1.13199949236236,1.64492747077023,0.705108585226299,0.0846645495625584,1.56015953230724,1.51668343870377,1.22648315251624,2.56599491444029,0.776353602272428
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",-0.61346985303237,0.246593910561838,0.112640508719817,0.167226504853846,1.29714186828582,1.43557347901464,1.71302814672489,0.847280999367747,0.430610598265171,-1.05257219081571
